ID	Correct	Predict	Error
dsgdb9nsd_000563	-71.08485412597656	-74.28359985351562	3.1987457275390625
dsgdb9nsd_000564	-63.102882385253906	-65.86304473876953	2.760162353515625
dsgdb9nsd_000565	-62.943668365478516	-65.80377197265625	2.8601036071777344
dsgdb9nsd_000566	-62.901954650878906	-65.79396057128906	2.8920059204101562
dsgdb9nsd_000568	-63.00070571899414	-66.10746002197266	3.1067543029785156
dsgdb9nsd_000588	-71.01949310302734	-74.22884368896484	3.2093505859375
dsgdb9nsd_000589	-63.009464263916016	-65.81075286865234	2.801288604736328
dsgdb9nsd_000590	-65.4953384399414	-69.54888916015625	4.053550720214844
dsgdb9nsd_000591	-62.85895919799805	-65.74522399902344	2.8862648010253906
dsgdb9nsd_000592	-62.72758483886719	-65.68490600585938	2.9573211669921875
dsgdb9nsd_000593	-57.352542877197266	-61.149696350097656	3.7971534729003906
dsgdb9nsd_000595	-62.932376861572266	-66.04444885253906	3.112071990966797
dsgdb9nsd_000597	-57.50895309448242	-61.34001541137695	3.8310623168945312
dsgdb9nsd_000614	-62.9367561340332	-65.94317626953125	3.006420135498047
dsgdb9nsd_000615	-57.75908279418945	-61.45965576171875	3.700572967529297
dsgdb9nsd_000617	-71.04597473144531	-74.12638854980469	3.080413818359375
dsgdb9nsd_000618	-63.028812408447266	-66.00287628173828	2.9740638732910156
dsgdb9nsd_000619	-65.45533752441406	-69.5027847290039	4.047447204589844
dsgdb9nsd_000620	-63.17539978027344	-65.74893188476562	2.5735321044921875
dsgdb9nsd_000621	-65.548095703125	-69.47429656982422	3.9262008666992188
dsgdb9nsd_000622	-57.30976486206055	-61.27310562133789	3.9633407592773438
dsgdb9nsd_000623	-62.795040130615234	-65.63202667236328	2.836986541748047
dsgdb9nsd_000634	-71.05987548828125	-74.16992950439453	3.1100540161132812
dsgdb9nsd_000635	-63.00149154663086	-65.71417236328125	2.7126808166503906
dsgdb9nsd_000636	-65.60181427001953	-69.50843811035156	3.9066238403320312
dsgdb9nsd_000637	-63.09624481201172	-66.02801513671875	2.9317703247070312
dsgdb9nsd_000638	-57.78256607055664	-61.52442932128906	3.741863250732422
dsgdb9nsd_000640	-65.01388549804688	-67.85924530029297	2.8453598022460938
dsgdb9nsd_000648	-65.51998901367188	-68.08341979980469	2.5634307861328125
dsgdb9nsd_000651	-64.33811950683594	-67.8979263305664	3.5598068237304688
dsgdb9nsd_000656	-66.3213119506836	-67.9219741821289	1.6006622314453125
dsgdb9nsd_000658	-71.9904556274414	-74.35917663574219	2.3687210083007812
dsgdb9nsd_000659	-63.813289642333984	-65.84259796142578	2.029308319091797
dsgdb9nsd_000662	-64.9688491821289	-68.00749969482422	3.0386505126953125
dsgdb9nsd_000665	-64.92697143554688	-67.843994140625	2.917022705078125
dsgdb9nsd_000673	-65.84404754638672	-68.0031967163086	2.159149169921875
dsgdb9nsd_000688	-64.96588134765625	-67.87899780273438	2.913116455078125
dsgdb9nsd_000701	-64.92713165283203	-67.99785614013672	3.0707244873046875
dsgdb9nsd_000703	-59.316444396972656	-63.402828216552734	4.086383819580078
dsgdb9nsd_000795	-61.7413330078125	-65.2083511352539	3.4670181274414062
dsgdb9nsd_000796	-69.8212661743164	-73.42467498779297	3.6034088134765625
dsgdb9nsd_000797	-61.502445220947266	-64.73322296142578	3.2307777404785156
dsgdb9nsd_000798	-62.65911865234375	-66.19995880126953	3.5408401489257812
dsgdb9nsd_000800	-69.81803131103516	-73.34159088134766	3.5235595703125
dsgdb9nsd_000801	-61.844791412353516	-65.16881561279297	3.324024200439453
dsgdb9nsd_000802	-63.8165283203125	-67.30621337890625	3.48968505859375
dsgdb9nsd_000803	-58.17321014404297	-62.35870361328125	4.185493469238281
dsgdb9nsd_000808	-69.7763442993164	-73.3906021118164	3.6142578125
dsgdb9nsd_000809	-61.77384948730469	-65.19060516357422	3.4167556762695312
dsgdb9nsd_000810	-63.814788818359375	-67.27857971191406	3.4637908935546875
dsgdb9nsd_000811	-58.39656066894531	-62.64902877807617	4.252468109130859
dsgdb9nsd_000817	-64.59099578857422	-67.44172668457031	2.8507308959960938
dsgdb9nsd_000819	-63.764827728271484	-67.27295684814453	3.508129119873047
dsgdb9nsd_000820	-58.454795837402344	-62.62556457519531	4.170768737792969
dsgdb9nsd_000832	-68.68290710449219	-69.06398010253906	0.381072998046875
dsgdb9nsd_000833	-65.70562744140625	-65.01480865478516	0.6908187866210938
dsgdb9nsd_000834	-63.41508102416992	-64.93110656738281	1.5160255432128906
dsgdb9nsd_000838	-63.44593811035156	-64.85506439208984	1.4091262817382812
dsgdb9nsd_000844	-64.00159454345703	-64.53968048095703	0.5380859375
dsgdb9nsd_000861	-68.73580932617188	-69.14349365234375	0.407684326171875
dsgdb9nsd_000862	-65.81180572509766	-65.12322998046875	0.6885757446289062
dsgdb9nsd_000863	-63.49562454223633	-64.92839813232422	1.4327735900878906
dsgdb9nsd_000900	-68.41057586669922	-68.96305084228516	0.5524749755859375
dsgdb9nsd_000901	-63.14854431152344	-64.82626342773438	1.6777191162109375
dsgdb9nsd_000903	-63.67924880981445	-64.26152038574219	0.5822715759277344
dsgdb9nsd_000930	-68.81730651855469	-67.028076171875	1.7892303466796875
dsgdb9nsd_000959	-68.65735626220703	-69.02776336669922	0.3704071044921875
dsgdb9nsd_000960	-65.67922973632812	-64.97980499267578	0.6994247436523438
dsgdb9nsd_000961	-63.915008544921875	-64.4452133178711	0.5302047729492188
dsgdb9nsd_000963	-63.39151382446289	-64.91381072998047	1.5222969055175781
dsgdb9nsd_000966	-63.442237854003906	-64.84185791015625	1.3996200561523438
dsgdb9nsd_000986	-68.62657928466797	-68.97098541259766	0.3444061279296875
dsgdb9nsd_000987	-63.363651275634766	-64.8451919555664	1.4815406799316406
dsgdb9nsd_000989	-65.5922622680664	-64.89701080322266	0.69525146484375
dsgdb9nsd_000995	-68.44684600830078	-69.03404998779297	0.5872039794921875
dsgdb9nsd_000996	-63.2309684753418	-64.81439208984375	1.5834236145019531
dsgdb9nsd_000998	-63.694732666015625	-64.33271789550781	0.6379852294921875
dsgdb9nsd_001000	-63.649017333984375	-64.26752471923828	0.6185073852539062
dsgdb9nsd_001039	-68.5228500366211	-69.3038558959961	0.781005859375
dsgdb9nsd_001040	-65.53174591064453	-65.2874984741211	0.2442474365234375
dsgdb9nsd_001042	-63.76063537597656	-64.74208068847656	0.9814453125
dsgdb9nsd_001044	-63.08024215698242	-64.8165283203125	1.7362861633300781
dsgdb9nsd_001061	-68.4699478149414	-69.21652221679688	0.7465744018554688
dsgdb9nsd_001062	-63.72553253173828	-64.65599822998047	0.9304656982421875
dsgdb9nsd_001063	-65.41171264648438	-65.16091918945312	0.25079345703125
dsgdb9nsd_001065	-63.047237396240234	-64.83136749267578	1.7841300964355469
dsgdb9nsd_001077	-68.3487777709961	-69.21725463867188	0.8684768676757812
dsgdb9nsd_001078	-63.52846908569336	-64.48004150390625	0.9515724182128906
dsgdb9nsd_001082	-77.42144012451172	-79.3106689453125	1.8892288208007812
dsgdb9nsd_001083	-69.42550659179688	-71.2109146118164	1.7854080200195312
dsgdb9nsd_001084	-77.14788055419922	-79.57050323486328	2.4226226806640625
dsgdb9nsd_001085	-73.67668914794922	-75.23899841308594	1.5623092651367188
dsgdb9nsd_001086	-69.24443817138672	-71.4727783203125	2.2283401489257812
dsgdb9nsd_001087	-65.76358795166016	-67.11011505126953	1.346527099609375
dsgdb9nsd_001088	-75.98176574707031	-77.81385040283203	1.8320846557617188
dsgdb9nsd_001089	-71.615234375	-73.27527618408203	1.6600418090820312
dsgdb9nsd_001090	-68.7081069946289	-69.07902526855469	0.37091827392578125
dsgdb9nsd_001091	-68.17503356933594	-69.7202377319336	1.5452041625976562
dsgdb9nsd_001092	-80.99712371826172	-84.4300537109375	3.4329299926757812
dsgdb9nsd_001093	-73.19132232666016	-76.31935119628906	3.1280288696289062
dsgdb9nsd_001094	-89.0914535522461	-92.62191772460938	3.5304641723632812
dsgdb9nsd_001095	-81.2808837890625	-84.55526733398438	3.274383544921875
dsgdb9nsd_001096	-81.08959197998047	-84.19003295898438	3.1004409790039062
dsgdb9nsd_001097	-80.91753387451172	-84.09442138671875	3.1768875122070312
dsgdb9nsd_001098	-73.03999328613281	-75.89073181152344	2.850738525390625
dsgdb9nsd_001099	-76.31132507324219	-77.6906509399414	1.3793258666992188
dsgdb9nsd_001100	-68.49928283691406	-69.57474517822266	1.0754623413085938
dsgdb9nsd_001101	-71.83012390136719	-73.4013900756836	1.5712661743164062
dsgdb9nsd_001103	-63.762786865234375	-65.11641693115234	1.3536300659179688
dsgdb9nsd_001104	-89.00342559814453	-92.53167724609375	3.5282516479492188
dsgdb9nsd_001105	-81.2198257446289	-84.4688949584961	3.2490692138671875
dsgdb9nsd_001106	-81.1663818359375	-84.40967559814453	3.2432937622070312
dsgdb9nsd_001107	-73.35374450683594	-76.27961730957031	2.925872802734375
dsgdb9nsd_001108	-61.63240432739258	-62.38716125488281	0.7547569274902344
dsgdb9nsd_001112	-63.53543472290039	-63.04288864135742	0.49254608154296875
dsgdb9nsd_001120	-76.37720489501953	-77.92720031738281	1.5499954223632812
dsgdb9nsd_001121	-71.87578582763672	-73.62525177001953	1.7494659423828125
dsgdb9nsd_001122	-71.8703384399414	-73.3906478881836	1.5203094482421875
dsgdb9nsd_001123	-67.09903717041016	-68.93121337890625	1.8321762084960938
dsgdb9nsd_001124	-69.1916275024414	-69.20646667480469	0.01483917236328125
dsgdb9nsd_001125	-64.49706268310547	-64.69866180419922	0.20159912109375
dsgdb9nsd_001127	-68.39617919921875	-69.75923919677734	1.3630599975585938
dsgdb9nsd_001128	-64.10037231445312	-65.31432342529297	1.2139511108398438
dsgdb9nsd_001130	-89.09415435791016	-92.7332992553711	3.6391448974609375
dsgdb9nsd_001131	-81.19405364990234	-84.59488677978516	3.4008331298828125
dsgdb9nsd_001132	-81.15432739257812	-84.27506256103516	3.1207351684570312
dsgdb9nsd_001133	-73.30097961425781	-76.4405288696289	3.1395492553710938
dsgdb9nsd_001134	-65.55738067626953	-67.2668685913086	1.7094879150390625
dsgdb9nsd_001135	-70.4845199584961	-71.54475402832031	1.0602340698242188
dsgdb9nsd_001136	-66.07276153564453	-67.21028900146484	1.1375274658203125
dsgdb9nsd_001137	-63.499298095703125	-63.04074478149414	0.4585533142089844
dsgdb9nsd_001138	-62.577510833740234	-63.50152587890625	0.9240150451660156
dsgdb9nsd_001139	-75.2984619140625	-78.27124786376953	2.9727859497070312
dsgdb9nsd_001140	-67.4175796508789	-70.21691131591797	2.7993316650390625
dsgdb9nsd_001141	-83.26187896728516	-86.44087982177734	3.1790008544921875
dsgdb9nsd_001142	-75.50942993164062	-78.13263702392578	2.6232070922851562
dsgdb9nsd_001143	-75.41220092773438	-78.35389709472656	2.9416961669921875
dsgdb9nsd_001144	-69.8036880493164	-73.70140075683594	3.8977127075195312
